warmup,reward_auc_200,reward_last_50,xi_last_50,model_loss_last_50,data_sent_last_50,data_received_last_50,energy_last_50,collisions_per_episode,seconds_per_episode,reward_auc_200_change_pct,reward_last_50_change_pct,xi_last_50_change_pct,model_loss_last_50_change_pct,seconds_per_episode_change_pct
0,443.5413310174243,621.5880440792156,0.02072253651530309,47.442649936643235,375.98143900194896,519.0015898043735,18142.359387571563,0.0,18.173544814586638,52.675794971927466,63.236906739829074,63.09867617189522,10.9294340203871,-5.322764703950316
32,290.51188572424223,380.78891379013794,0.012705520977658279,42.76831515062451,230.32362257033319,504.55814988761676,18127.93141878513,0.0,19.19526352640011,0.0,0.0,0.0,0.0,0.0
64,138.044203743973,94.10012822687003,0.003144215198933516,6.014436602982382,56.91712461356792,297.00236737648817,18101.04380431881,0.0,18.209855386018752,-52.482424806878164,-75.28811243734609,-75.25315802112809,-85.93716731229578,-5.13360047923324
128,310.0668681174135,449.529485450589,0.015000667840165828,5.760472753012676,271.88089628996005,556.7447468677573,18122.822471002648,0.0,18.152520575523376,6.731215951602445,18.05214626031252,18.064169635730764,-86.53098039348748,-5.432292968745153
